sales,region,date
1686.0,west,2018-10-13
1728.0,north,2018-10-14
1755.0,south,2018-10-14
1503.0,east,2018-10-14
1602.0,west,2018-10-14
1605.0,north,2018-10-15
1719.0,south,2018-10-15
1548.0,east,2018-10-15
1626.0,west,2018-10-15
1551.0,north,2018-10-16
1662.0,south,2018-10-16
1650.0,east,2018-10-16
1788.0,west,2018-10-16
1536.0,north,2018-10-17
1551.0,south,2018-10-17
1656.0,east,2018-10-17
1644.0,west,2018-10-17
1692.0,north,2018-10-18
1518.0,south,2018-10-18
1509.0,east,2018-10-18
1674.0,west,2018-10-18
1521.0,north,2018-10-19
1632.0,south,2018-10-19
1794.0,east,2018-10-19
1689.0,west,2018-10-19
1692.0,north,2018-10-20
1662.0,south,2018-10-20
1776.0,east,2018-10-20
1710.0,west,2018-10-20
1569.0,north,2018-10-21
1704.0,south,2018-10-21
1767.0,east,2018-10-21
1767.0,west,2018-10-21
1542.0,north,2018-10-22
1707.0,south,2018-10-22
1578.0,east,2018-10-22
1521.0,west,2018-10-22
1764.0,north,2018-10-23
1683.0,south,2018-10-23
1602.0,east,2018-10-23
1755.0,west,2018-10-23
1650.0,north,2018-10-24
1629.0,south,2018-10-24
1692.0,east,2018-10-24
1542.0,west,2018-10-24
1629.0,north,2018-10-25
1587.0,south,2018-10-25
1635.0,east,2018-10-25
1653.0,west,2018-10-25
1596.0,north,2018-10-26
1524.0,south,2018-10-26
1545.0,east,2018-10-26
1707.0,west,2018-10-26
1509.0,north,2018-10-27
1509.0,south,2018-10-27
1686.0,east,2018-10-27
1785.0,west,2018-10-27
1635.0,north,2018-10-28
1752.0,south,2018-10-28
1785.0,east,2018-10-28
1755.0,west,2018-10-28
1707.0,north,2018-10-29
1701.0,south,2018-10-29
1599.0,east,2018-10-29
1782.0,west,2018-10-29
1677.0,north,2018-10-30
1719.0,south,2018-10-30
1530.0,east,2018-10-30
1776.0,west,2018-10-30
1674.0,north,2018-10-31
1641.0,south,2018-10-31
1596.0,east,2018-10-31
1506.0,west,2018-10-31
1692.0,north,2018-11-01
1623.0,south,2018-11-01
1593.0,east,2018-11-01
1551.0,west,2018-11-01
1728.0,north,2018-11-02
1608.0,south,2018-11-02
1530.0,east,2018-11-02
1791.0,west,2018-11-02
1704.0,north,2018-11-03
1653.0,south,2018-11-03
1548.0,east,2018-11-03
1626.0,west,2018-11-03
1695.0,north,2018-11-04
1590.0,south,2018-11-04
1530.0,east,2018-11-04
1644.0,west,2018-11-04
1611.0,north,2018-11-05
1617.0,south,2018-11-05
1776.0,east,2018-11-05
1641.0,west,2018-11-05
1740.0,north,2018-11-06
1590.0,south,2018-11-06
1773.0,east,2018-11-06
1641.0,west,2018-11-06
1527.0,north,2018-11-07
1755.0,south,2018-11-07
1650.0,east,2018-11-07
1593.0,west,2018-11-07
1548.0,north,2018-11-08
1623.0,south,2018-11-08
1500.0,east,2018-11-08
1569.0,west,2018-11-08
1647.0,north,2018-11-09
1662.0,south,2018-11-09
1710.0,east,2018-11-09
1719.0,west,2018-11-09
1590.0,north,2018-11-10
1539.0,south,2018-11-10
1566.0,east,2018-11-10
1770.0,west,2018-11-10
1722.0,north,2018-11-11
1524.0,south,2018-11-11
1641.0,east,2018-11-11
1662.0,west,2018-11-11
1716.0,north,2018-11-12
1611.0,south,2018-11-12
1569.0,east,2018-11-12
1797.0,west,2018-11-12
1698.0,north,2018-11-13
1581.0,south,2018-11-13
1776.0,east,2018-11-13
1644.0,west,2018-11-13
1563.0,north,2018-11-14
1707.0,south,2018-11-14
1533.0,east,2018-11-14
1572.0,west,2018-11-14
1623.0,north,2018-11-15
1698.0,south,2018-11-15
1521.0,east,2018-11-15
1707.0,west,2018-11-15
1587.0,north,2018-11-16
1776.0,south,2018-11-16
1662.0,east,2018-11-16
1578.0,west,2018-11-16
1554.0,north,2018-11-17
1515.0,south,2018-11-17
1602.0,east,2018-11-17
1557.0,west,2018-11-17
1521.0,north,2018-11-18
1740.0,south,2018-11-18
1617.0,east,2018-11-18
1647.0,west,2018-11-18
1551.0,north,2018-11-19
1500.0,south,2018-11-19
1725.0,east,2018-11-19
1563.0,west,2018-11-19
1791.0,north,2018-11-20
1578.0,south,2018-11-20
1632.0,east,2018-11-20
1674.0,west,2018-11-20
1617.0,north,2018-11-21
1509.0,south,2018-11-21
1644.0,east,2018-11-21
1542.0,west,2018-11-21
1650.0,north,2018-11-22
1758.0,south,2018-11-22
1710.0,east,2018-11-22
1737.0,west,2018-11-22
1779.0,north,2018-11-23
1743.0,south,2018-11-23
1560.0,east,2018-11-23
1719.0,west,2018-11-23
1689.0,north,2018-11-24
1605.0,south,2018-11-24
1683.0,east,2018-11-24
1518.0,west,2018-11-24
1665.0,north,2018-11-25
1671.0,south,2018-11-25
1704.0,east,2018-11-25
1731.0,west,2018-11-25
1653.0,north,2018-11-26
1542.0,south,2018-11-26
1659.0,east,2018-11-26
1650.0,west,2018-11-26
1773.0,north,2018-11-27
1647.0,south,2018-11-27
1725.0,east,2018-11-27
1644.0,west,2018-11-27
1767.0,north,2018-11-28
1728.0,south,2018-11-28
1719.0,east,2018-11-28
1677.0,west,2018-11-28
1686.0,north,2018-11-29
1527.0,south,2018-11-29
1689.0,east,2018-11-29
1686.0,west,2018-11-29
1641.0,north,2018-11-30
1665.0,south,2018-11-30
1755.0,east,2018-11-30
1551.0,west,2018-11-30
1665.0,north,2018-12-01
1527.0,south,2018-12-01
1536.0,east,2018-12-01
1656.0,west,2018-12-01
1563.0,north,2018-12-02
1554.0,south,2018-12-02
1602.0,east,2018-12-02
1737.0,west,2018-12-02
1506.0,north,2018-12-03
1755.0,south,2018-12-03
1572.0,east,2018-12-03
1608.0,west,2018-12-03
1722.0,north,2018-12-04
1788.0,south,2018-12-04
1788.0,east,2018-12-04
1587.0,west,2018-12-04
1677.0,north,2018-12-05
1725.0,south,2018-12-05
1731.0,east,2018-12-05
1518.0,west,2018-12-05
1737.0,north,2018-12-06
1797.0,south,2018-12-06
1662.0,east,2018-12-06
1662.0,west,2018-12-06
1716.0,north,2018-12-07
1596.0,south,2018-12-07
1653.0,east,2018-12-07
1635.0,west,2018-12-07
1782.0,north,2018-12-08
1773.0,south,2018-12-08
1755.0,east,2018-12-08
1719.0,west,2018-12-08
1737.0,north,2018-12-09
1548.0,south,2018-12-09
1665.0,east,2018-12-09
1659.0,west,2018-12-09
1659.0,north,2018-12-10
1575.0,south,2018-12-10
1509.0,east,2018-12-10
1767.0,west,2018-12-10
1509.0,north,2018-12-11
1527.0,south,2018-12-11
1575.0,east,2018-12-11
1620.0,west,2018-12-11
1623.0,north,2018-12-12
1623.0,south,2018-12-12
1773.0,east,2018-12-12
1743.0,west,2018-12-12
1719.0,north,2018-12-13
1782.0,south,2018-12-13
1713.0,east,2018-12-13
1593.0,west,2018-12-13
1716.0,north,2018-12-14
1686.0,south,2018-12-14
1569.0,east,2018-12-14
1704.0,west,2018-12-14
1554.0,north,2018-12-15
1545.0,south,2018-12-15
1587.0,east,2018-12-15
1800.0,west,2018-12-15
1635.0,north,2018-12-16
1620.0,south,2018-12-16
1800.0,east,2018-12-16
1641.0,west,2018-12-16
1635.0,north,2018-12-17
1527.0,south,2018-12-17
1626.0,east,2018-12-17
1716.0,west,2018-12-17
1755.0,north,2018-12-18
1755.0,south,2018-12-18
1605.0,east,2018-12-18
1779.0,west,2018-12-18
1566.0,north,2018-12-19
1566.0,south,2018-12-19
1797.0,east,2018-12-19
1770.0,west,2018-12-19
1731.0,north,2018-12-20
1551.0,south,2018-12-20
1767.0,east,2018-12-20
1626.0,west,2018-12-20
1659.0,north,2018-12-21
1710.0,south,2018-12-21
1542.0,east,2018-12-21
1569.0,west,2018-12-21
1776.0,north,2018-12-22
1578.0,south,2018-12-22
1668.0,east,2018-12-22
1527.0,west,2018-12-22
1770.0,north,2018-12-23
1623.0,south,2018-12-23
1710.0,east,2018-12-23
1731.0,west,2018-12-23
1740.0,north,2018-12-24
1632.0,south,2018-12-24
1719.0,east,2018-12-24
1500.0,west,2018-12-24
1512.0,north,2018-12-25
1605.0,south,2018-12-25
1623.0,east,2018-12-25
1533.0,west,2018-12-25
1683.0,north,2018-12-26
1734.0,south,2018-12-26
1545.0,east,2018-12-26
1587.0,west,2018-12-26
1578.0,north,2018-12-27
1650.0,south,2018-12-27
1632.0,east,2018-12-27
1713.0,west,2018-12-27
1650.0,north,2018-12-28
1794.0,south,2018-12-28
1764.0,east,2018-12-28
1797.0,west,2018-12-28
1626.0,north,2018-12-29
1794.0,south,2018-12-29
1695.0,east,2018-12-29
1740.0,west,2018-12-29
1758.0,north,2018-12-30
1785.0,south,2018-12-30
1599.0,east,2018-12-30
1689.0,west,2018-12-30
1527.0,north,2018-12-31
1710.0,south,2018-12-31
1590.0,east,2018-12-31
1653.0,west,2018-12-31
1518.0,north,2019-01-01
1632.0,south,2019-01-01
1755.0,east,2019-01-01
1551.0,west,2019-01-01
1767.0,north,2019-01-02
1605.0,south,2019-01-02
1692.0,east,2019-01-02
1794.0,west,2019-01-02
1695.0,north,2019-01-03
1737.0,south,2019-01-03
1575.0,east,2019-01-03
1509.0,west,2019-01-03
1590.0,north,2019-01-04
1500.0,south,2019-01-04
1590.0,east,2019-01-04
1638.0,west,2019-01-04
1761.0,north,2019-01-05
1590.0,south,2019-01-05
1725.0,east,2019-01-05
1551.0,west,2019-01-05
1644.0,north,2019-01-06
1779.0,south,2019-01-06
1794.0,east,2019-01-06
1638.0,west,2019-01-06
1644.0,north,2019-01-07
1647.0,south,2019-01-07
1692.0,east,2019-01-07
1623.0,west,2019-01-07
1722.0,north,2019-01-08
1551.0,south,2019-01-08
1731.0,east,2019-01-08
1701.0,west,2019-01-08
1500.0,north,2019-01-09
1764.0,south,2019-01-09
1764.0,east,2019-01-09
1635.0,west,2019-01-09
1767.0,north,2019-01-10
1551.0,south,2019-01-10
1512.0,east,2019-01-10
1686.0,west,2019-01-10
1662.0,north,2019-01-11
1512.0,south,2019-01-11
1608.0,east,2019-01-11
1611.0,west,2019-01-11
1566.0,north,2019-01-12
1773.0,south,2019-01-12
1707.0,east,2019-01-12
1752.0,west,2019-01-12
1551.0,north,2019-01-13
1503.0,south,2019-01-13
1536.0,east,2019-01-13
1728.0,west,2019-01-13
1692.0,north,2019-01-14
1521.0,south,2019-01-14
1698.0,east,2019-01-14
1791.0,west,2019-01-14
1605.0,north,2019-01-15
1761.0,south,2019-01-15
1617.0,east,2019-01-15
1503.0,west,2019-01-15
1548.0,north,2019-01-16
1734.0,south,2019-01-16
1506.0,east,2019-01-16
1533.0,west,2019-01-16
1590.0,north,2019-01-17
1707.0,south,2019-01-17
1509.0,east,2019-01-17
1653.0,west,2019-01-17
1572.0,north,2019-01-18
1563.0,south,2019-01-18
1635.0,east,2019-01-18
1734.0,west,2019-01-18
1587.0,north,2019-01-19
1506.0,south,2019-01-19
1689.0,east,2019-01-19
1701.0,west,2019-01-19
1707.0,north,2019-01-20
1557.0,south,2019-01-20
1722.0,east,2019-01-20
1629.0,west,2019-01-20
1611.0,north,2019-01-21
1515.0,south,2019-01-21
1614.0,east,2019-01-21
1593.0,west,2019-01-21
1719.0,north,2019-01-22
1506.0,south,2019-01-22
1794.0,east,2019-01-22
1731.0,west,2019-01-22
1662.0,north,2019-01-23
1728.0,south,2019-01-23
1563.0,east,2019-01-23
1662.0,west,2019-01-23
1647.0,north,2019-01-24
1638.0,south,2019-01-24
1557.0,east,2019-01-24
1518.0,west,2019-01-24
1560.0,north,2019-01-25
1656.0,south,2019-01-25
1707.0,east,2019-01-25
1767.0,west,2019-01-25
1671.0,north,2019-01-26
1686.0,south,2019-01-26
1653.0,east,2019-01-26
1647.0,west,2019-01-26
1524.0,north,2019-01-27
1503.0,south,2019-01-27
1533.0,east,2019-01-27
1785.0,west,2019-01-27
1731.0,north,2019-01-28
1782.0,south,2019-01-28
1560.0,east,2019-01-28
1782.0,west,2019-01-28
1500.0,north,2019-01-29
1728.0,south,2019-01-29
1605.0,east,2019-01-29
1614.0,west,2019-01-29
1782.0,north,2019-01-30
1638.0,south,2019-01-30
1797.0,east,2019-01-30
1641.0,west,2019-01-30
1650.0,north,2019-01-31
1536.0,south,2019-01-31
1599.0,east,2019-01-31
1740.0,west,2019-01-31
1749.0,north,2019-02-01
1581.0,south,2019-02-01
1662.0,east,2019-02-01
1509.0,west,2019-02-01
1596.0,north,2019-02-02
1638.0,south,2019-02-02
1746.0,east,2019-02-02
1611.0,west,2019-02-02
1602.0,north,2019-02-03
1722.0,south,2019-02-03
1734.0,east,2019-02-03
1749.0,west,2019-02-03
1548.0,north,2019-02-04
1647.0,south,2019-02-04
1560.0,east,2019-02-04
1542.0,west,2019-02-04
1617.0,north,2019-02-05
1659.0,south,2019-02-05
1674.0,east,2019-02-05
1524.0,west,2019-02-05
1551.0,north,2019-02-06
1722.0,south,2019-02-06
1563.0,east,2019-02-06
1692.0,west,2019-02-06
1734.0,north,2019-02-07
1584.0,south,2019-02-07
1662.0,east,2019-02-07
1545.0,west,2019-02-07
1662.0,north,2019-02-08
1614.0,south,2019-02-08
1719.0,east,2019-02-08
1788.0,west,2019-02-08
1779.0,north,2019-02-09
1665.0,south,2019-02-09
1605.0,east,2019-02-09
1641.0,west,2019-02-09
1725.0,north,2019-02-10
1611.0,south,2019-02-10
1560.0,east,2019-02-10
1575.0,west,2019-02-10
1563.0,north,2019-02-11
1773.0,south,2019-02-11
1536.0,east,2019-02-11
1551.0,west,2019-02-11
1572.0,north,2019-02-12
1608.0,south,2019-02-12
1752.0,east,2019-02-12
1734.0,west,2019-02-12
1686.0,north,2019-02-13
1782.0,south,2019-02-13
1500.0,east,2019-02-13
1731.0,west,2019-02-13
1725.0,north,2019-02-14
1578.0,south,2019-02-14
1560.0,east,2019-02-14
1644.0,west,2019-02-14
1566.0,north,2019-02-15
1584.0,south,2019-02-15
1695.0,east,2019-02-15
1734.0,west,2019-02-15
1794.0,north,2019-02-16
1731.0,south,2019-02-16
1674.0,east,2019-02-16
1599.0,west,2019-02-16
1512.0,north,2019-02-17
1653.0,south,2019-02-17
1722.0,east,2019-02-17
1641.0,west,2019-02-17
1695.0,north,2019-02-18
1749.0,south,2019-02-18
1728.0,east,2019-02-18
1764.0,west,2019-02-18
1716.0,north,2019-02-19
1599.0,south,2019-02-19
1596.0,east,2019-02-19
1644.0,west,2019-02-19
1740.0,north,2019-02-20
1641.0,south,2019-02-20
1566.0,east,2019-02-20
1656.0,west,2019-02-20
1599.0,north,2019-02-21
1725.0,south,2019-02-21
1731.0,east,2019-02-21
1719.0,west,2019-02-21
1770.0,north,2019-02-22
1794.0,south,2019-02-22
1725.0,east,2019-02-22
1713.0,west,2019-02-22
1599.0,north,2019-02-23
1743.0,south,2019-02-23
1518.0,east,2019-02-23
1614.0,west,2019-02-23
1692.0,north,2019-02-24
1755.0,south,2019-02-24
1653.0,east,2019-02-24
1524.0,west,2019-02-24
1635.0,north,2019-02-25
1734.0,south,2019-02-25
1713.0,east,2019-02-25
1578.0,west,2019-02-25
1566.0,north,2019-02-26
1653.0,south,2019-02-26
1506.0,east,2019-02-26
1656.0,west,2019-02-26
1593.0,north,2019-02-27
1545.0,south,2019-02-27
1734.0,east,2019-02-27
1635.0,west,2019-02-27
1710.0,north,2019-02-28
1569.0,south,2019-02-28
1731.0,east,2019-02-28
1599.0,west,2019-02-28
1593.0,north,2019-03-01
1707.0,south,2019-03-01
1638.0,east,2019-03-01
1539.0,west,2019-03-01
1782.0,north,2019-03-02
1794.0,south,2019-03-02
1608.0,east,2019-03-02
1689.0,west,2019-03-02
1698.0,north,2019-03-03
1518.0,south,2019-03-03
1593.0,east,2019-03-03
1611.0,west,2019-03-03
1587.0,north,2019-03-04
1686.0,south,2019-03-04
1518.0,east,2019-03-04
1632.0,west,2019-03-04
1566.0,north,2019-03-05
1569.0,south,2019-03-05
1743.0,east,2019-03-05
1557.0,west,2019-03-05
1746.0,north,2019-03-06
1662.0,south,2019-03-06
1674.0,east,2019-03-06
1608.0,west,2019-03-06
1551.0,north,2019-03-07
1581.0,south,2019-03-07
1560.0,east,2019-03-07
1674.0,west,2019-03-07
1521.0,north,2019-03-08
1782.0,south,2019-03-08
1617.0,east,2019-03-08
1797.0,west,2019-03-08
1533.0,north,2019-03-09
1749.0,south,2019-03-09
1656.0,east,2019-03-09
1644.0,west,2019-03-09
1545.0,north,2019-03-10
1776.0,south,2019-03-10
1650.0,east,2019-03-10
1737.0,west,2019-03-10
1659.0,north,2019-03-11
1722.0,south,2019-03-11
1689.0,east,2019-03-11
1692.0,west,2019-03-11
1518.0,north,2019-03-12
1581.0,south,2019-03-12
1626.0,east,2019-03-12
1668.0,west,2019-03-12
1524.0,north,2019-03-13
1797.0,south,2019-03-13
1542.0,east,2019-03-13
1653.0,west,2019-03-13
1677.0,north,2019-03-14
1524.0,south,2019-03-14
1692.0,east,2019-03-14
1704.0,west,2019-03-14
1647.0,north,2019-03-15
1671.0,south,2019-03-15
1563.0,east,2019-03-15
1650.0,west,2019-03-15
1563.0,north,2019-03-16
1680.0,south,2019-03-16
1728.0,east,2019-03-16
1680.0,west,2019-03-16
1683.0,north,2019-03-17
1638.0,south,2019-03-17
1545.0,east,2019-03-17
1671.0,west,2019-03-17
1701.0,north,2019-03-18
1515.0,south,2019-03-18
1764.0,east,2019-03-18
1668.0,west,2019-03-18
1677.0,north,2019-03-19
1752.0,south,2019-03-19
1635.0,east,2019-03-19
1605.0,west,2019-03-19
1635.0,north,2019-03-20
1596.0,south,2019-03-20
1608.0,east,2019-03-20
1779.0,west,2019-03-20
1776.0,north,2019-03-21
1635.0,south,2019-03-21
1791.0,east,2019-03-21
1779.0,west,2019-03-21
1746.0,north,2019-03-22
1545.0,south,2019-03-22
1767.0,east,2019-03-22
1731.0,west,2019-03-22
1734.0,north,2019-03-23
1509.0,south,2019-03-23
1686.0,east,2019-03-23
1797.0,west,2019-03-23
1566.0,north,2019-03-24
1557.0,south,2019-03-24
1797.0,east,2019-03-24
1755.0,west,2019-03-24
1650.0,north,2019-03-25
1500.0,south,2019-03-25
1554.0,east,2019-03-25
1734.0,west,2019-03-25
1701.0,north,2019-03-26
1782.0,south,2019-03-26
1797.0,east,2019-03-26
1557.0,west,2019-03-26
1668.0,north,2019-03-27
1575.0,south,2019-03-27
1608.0,east,2019-03-27
1527.0,west,2019-03-27
1518.0,north,2019-03-28
1509.0,south,2019-03-28
1767.0,east,2019-03-28
1557.0,west,2019-03-28
1605.0,north,2019-03-29
1686.0,south,2019-03-29
1656.0,east,2019-03-29
1653.0,west,2019-03-29
1722.0,north,2019-03-30
1593.0,south,2019-03-30
1557.0,east,2019-03-30
1710.0,west,2019-03-30
1785.0,north,2019-03-31
1710.0,south,2019-03-31
1653.0,east,2019-03-31
1572.0,west,2019-03-31
1512.0,north,2019-04-01
1794.0,south,2019-04-01
1569.0,east,2019-04-01
1608.0,west,2019-04-01
1623.0,north,2019-04-02
1791.0,south,2019-04-02
1785.0,east,2019-04-02
1629.0,west,2019-04-02
1539.0,north,2019-04-03
1626.0,south,2019-04-03
1695.0,east,2019-04-03
1518.0,west,2019-04-03
1530.0,north,2019-04-04
1683.0,south,2019-04-04
1662.0,east,2019-04-04
1632.0,west,2019-04-04
1614.0,north,2019-04-05
1605.0,south,2019-04-05
1662.0,east,2019-04-05
1713.0,west,2019-04-05
1749.0,north,2019-04-06
1713.0,south,2019-04-06
1716.0,east,2019-04-06
1557.0,west,2019-04-06
1605.0,north,2019-04-07
1635.0,south,2019-04-07
1518.0,east,2019-04-07
1632.0,west,2019-04-07
1713.0,north,2019-04-08
1779.0,south,2019-04-08
1743.0,east,2019-04-08
1575.0,west,2019-04-08
1728.0,north,2019-04-09
1719.0,south,2019-04-09
1755.0,east,2019-04-09
1617.0,west,2019-04-09
1542.0,north,2019-04-10
1626.0,south,2019-04-10
1509.0,east,2019-04-10
1638.0,west,2019-04-10
1581.0,north,2019-04-11
1680.0,south,2019-04-11
1569.0,east,2019-04-11
1635.0,west,2019-04-11
1539.0,north,2019-04-12
1587.0,south,2019-04-12
1593.0,east,2019-04-12
1581.0,west,2019-04-12
1515.0,north,2019-04-13
1611.0,south,2019-04-13
1644.0,east,2019-04-13
1794.0,west,2019-04-13
1500.0,north,2019-04-14
1737.0,south,2019-04-14
1722.0,east,2019-04-14
1764.0,west,2019-04-14
1530.0,north,2019-04-15
1602.0,south,2019-04-15
1524.0,east,2019-04-15
1770.0,west,2019-04-15
1596.0,north,2019-04-16
1668.0,south,2019-04-16
1584.0,east,2019-04-16
1713.0,west,2019-04-16
1569.0,north,2019-04-17
1686.0,south,2019-04-17
1647.0,east,2019-04-17
1509.0,west,2019-04-17
1590.0,north,2019-04-18
1650.0,south,2019-04-18
1557.0,east,2019-04-18
1575.0,west,2019-04-18
1773.0,north,2019-04-19
1629.0,south,2019-04-19
1524.0,east,2019-04-19
1512.0,west,2019-04-19
1521.0,north,2019-04-20
1653.0,south,2019-04-20
1584.0,east,2019-04-20
1713.0,west,2019-04-20
1683.0,north,2019-04-21
1749.0,south,2019-04-21
1545.0,east,2019-04-21
1629.0,west,2019-04-21
1533.0,north,2019-04-22
1587.0,south,2019-04-22
1671.0,east,2019-04-22
1650.0,west,2019-04-22
1668.0,north,2019-04-23
1674.0,south,2019-04-23
1728.0,east,2019-04-23
1518.0,west,2019-04-23
1554.0,north,2019-04-24
1719.0,south,2019-04-24
1746.0,east,2019-04-24
1665.0,west,2019-04-24
1503.0,north,2019-04-25
1692.0,south,2019-04-25
1725.0,east,2019-04-25
1764.0,west,2019-04-25
1710.0,north,2019-04-26
1635.0,south,2019-04-26
1764.0,east,2019-04-26
1758.0,west,2019-04-26
1740.0,north,2019-04-27
1776.0,south,2019-04-27
1740.0,east,2019-04-27
1620.0,west,2019-04-27
1566.0,north,2019-04-28
1704.0,south,2019-04-28
1578.0,east,2019-04-28
1503.0,west,2019-04-28
1602.0,north,2019-04-29
1791.0,south,2019-04-29
1752.0,east,2019-04-29
1800.0,west,2019-04-29
1719.0,north,2019-04-30
1767.0,south,2019-04-30
1500.0,east,2019-04-30
1623.0,west,2019-04-30
1665.0,north,2019-05-01
1800.0,south,2019-05-01
1731.0,east,2019-05-01
1542.0,west,2019-05-01
1575.0,north,2019-05-02
1548.0,south,2019-05-02
1797.0,east,2019-05-02
1521.0,west,2019-05-02
1560.0,north,2019-05-03
1521.0,south,2019-05-03
1605.0,east,2019-05-03
1740.0,west,2019-05-03
1617.0,north,2019-05-04
1743.0,south,2019-05-04
1629.0,east,2019-05-04
1749.0,west,2019-05-04
1512.0,north,2019-05-05
1746.0,south,2019-05-05
1530.0,east,2019-05-05
1611.0,west,2019-05-05
1569.0,north,2019-05-06
1689.0,south,2019-05-06
1557.0,east,2019-05-06
1560.0,west,2019-05-06
1650.0,north,2019-05-07
1695.0,south,2019-05-07
1620.0,east,2019-05-07
1644.0,west,2019-05-07
1800.0,north,2019-05-08
1515.0,south,2019-05-08
1785.0,east,2019-05-08
1650.0,west,2019-05-08
1797.0,north,2019-05-09
1641.0,south,2019-05-09
1665.0,east,2019-05-09
1767.0,west,2019-05-09
1500.0,north,2019-05-10
1788.0,south,2019-05-10
1725.0,east,2019-05-10
1557.0,west,2019-05-10
1503.0,north,2019-05-11
1518.0,south,2019-05-11
1650.0,east,2019-05-11
1614.0,west,2019-05-11
1743.0,north,2019-05-12
1524.0,south,2019-05-12
1761.0,east,2019-05-12
1743.0,west,2019-05-12
1563.0,north,2019-05-13
1716.0,south,2019-05-13
1560.0,east,2019-05-13
1614.0,west,2019-05-13
1617.0,north,2019-05-14
1761.0,south,2019-05-14
1635.0,east,2019-05-14
1614.0,west,2019-05-14
1509.0,north,2019-05-15
1650.0,south,2019-05-15
1755.0,east,2019-05-15
1569.0,west,2019-05-15
1605.0,north,2019-05-16
1695.0,south,2019-05-16
1662.0,east,2019-05-16
1605.0,west,2019-05-16
1731.0,north,2019-05-17
1590.0,south,2019-05-17
1620.0,east,2019-05-17
1752.0,west,2019-05-17
1533.0,north,2019-05-18
1737.0,south,2019-05-18
1608.0,east,2019-05-18
1662.0,west,2019-05-18
1797.0,north,2019-05-19
1728.0,south,2019-05-19
1686.0,east,2019-05-19
1650.0,west,2019-05-19
1695.0,north,2019-05-20
1752.0,south,2019-05-20
1785.0,east,2019-05-20
1668.0,west,2019-05-20
1515.0,north,2019-05-21
1683.0,south,2019-05-21
1794.0,east,2019-05-21
1533.0,west,2019-05-21
1599.0,north,2019-05-22
1761.0,south,2019-05-22
1761.0,east,2019-05-22
1722.0,west,2019-05-22
1626.0,north,2019-05-23
1668.0,south,2019-05-23
1641.0,east,2019-05-23
1740.0,west,2019-05-23
1650.0,north,2019-05-24
1623.0,south,2019-05-24
1653.0,east,2019-05-24
1773.0,west,2019-05-24
1788.0,north,2019-05-25
1581.0,south,2019-05-25
1677.0,east,2019-05-25
1569.0,west,2019-05-25
1791.0,north,2019-05-26
1617.0,south,2019-05-26
1638.0,east,2019-05-26
1542.0,west,2019-05-26
1590.0,north,2019-05-27
1704.0,south,2019-05-27
1680.0,east,2019-05-27
1527.0,west,2019-05-27
1635.0,north,2019-05-28
1755.0,south,2019-05-28
1560.0,east,2019-05-28
1533.0,west,2019-05-28
1599.0,north,2019-05-29
1677.0,south,2019-05-29
1581.0,east,2019-05-29
1680.0,west,2019-05-29
1692.0,north,2019-05-30
1644.0,south,2019-05-30
1716.0,east,2019-05-30
1761.0,west,2019-05-30
1716.0,north,2019-05-31
1764.0,south,2019-05-31
1677.0,east,2019-05-31
1605.0,west,2019-05-31
1680.0,north,2019-06-01
1695.0,south,2019-06-01
1548.0,east,2019-06-01
1689.0,west,2019-06-01
1755.0,north,2019-06-02
1707.0,south,2019-06-02
1557.0,east,2019-06-02
1644.0,west,2019-06-02
1719.0,north,2019-06-03
1680.0,south,2019-06-03
1581.0,east,2019-06-03
1749.0,west,2019-06-03
1602.0,north,2019-06-04
1704.0,south,2019-06-04
1602.0,east,2019-06-04
1554.0,west,2019-06-04
1632.0,north,2019-06-05
1560.0,south,2019-06-05
1647.0,east,2019-06-05
1560.0,west,2019-06-05
1662.0,north,2019-06-06
1545.0,south,2019-06-06
1614.0,east,2019-06-06
1746.0,west,2019-06-06
1713.0,north,2019-06-07
1668.0,south,2019-06-07
1503.0,east,2019-06-07
1758.0,west,2019-06-07
1656.0,north,2019-06-08
1560.0,south,2019-06-08
1710.0,east,2019-06-08
1677.0,west,2019-06-08
1782.0,north,2019-06-09
1665.0,south,2019-06-09
1782.0,east,2019-06-09
1797.0,west,2019-06-09
1698.0,north,2019-06-10
1689.0,south,2019-06-10
1623.0,east,2019-06-10
1767.0,west,2019-06-10
1635.0,north,2019-06-11
1563.0,south,2019-06-11
1785.0,east,2019-06-11
1521.0,west,2019-06-11
1728.0,north,2019-06-12
1515.0,south,2019-06-12
1548.0,east,2019-06-12
1677.0,west,2019-06-12
1587.0,north,2019-06-13
1719.0,south,2019-06-13
1587.0,east,2019-06-13
1773.0,west,2019-06-13
1557.0,north,2019-06-14
1680.0,south,2019-06-14
1773.0,east,2019-06-14
1509.0,west,2019-06-14
1602.0,north,2019-06-15
1794.0,south,2019-06-15
1764.0,east,2019-06-15
1785.0,west,2019-06-15
1662.0,north,2019-06-16
1563.0,south,2019-06-16
1671.0,east,2019-06-16
1533.0,west,2019-06-16
1587.0,north,2019-06-17
1512.0,south,2019-06-17
1536.0,east,2019-06-17
1566.0,west,2019-06-17
1767.0,north,2019-06-18
1614.0,south,2019-06-18
1776.0,east,2019-06-18
1728.0,west,2019-06-18
1614.0,north,2019-06-19
1572.0,south,2019-06-19
1614.0,east,2019-06-19
1734.0,west,2019-06-19
1566.0,north,2019-06-20
1632.0,south,2019-06-20
